Date,Open,High,Low,Close,Adj Close,Volume,SMA (fast),SMA (middle),SMA (slow),RSI (slow),RSI (middle),RSI (fast),K,D,J,OBV,BIAS (slow),BIAS (middle),BIAS (fast)
2017-01-11,908.114990234375,919.447998046875,762.7650146484375,777.7570190429688,777.7570190429688,310928992,881.6096069335938,954.3948974609375,,,,5.2593601994876735,15.838671386982234,19.75600729483488,8.003999571276943,-8508992,,-18.507839772393417,-11.779883870803557
2017-01-12,775.177978515625,826.2459716796875,755.7559814453125,804.833984375,804.833984375,222326000,860.8593994140625,932.7032958984375,,,33.55095842313702,22.835737076609036,14.316909135160952,17.94297457494357,7.064778255595712,213817008,-14.885732672851764,-13.709537865443686,-6.508079609422375
2017-01-13,803.7369995117188,829.0009765625,780.0029907226562,823.9840087890625,823.9840087890625,168968000,843.41640625,910.7177001953125,,,35.64628965218368,27.966756117744765,14.768676270780027,16.884875140222388,10.536278531895306,382785008,-11.500811446358842,-9.523663742084857,-2.3040098955790884
2017-01-14,825.1420288085938,835.0850219726562,812.4559936523438,818.4119873046875,818.4119873046875,93063296,826.533203125,877.0859008789063,,,32.75188484696115,26.201507476957943,17.02154185795218,16.930430712798984,17.20376414825857,289721712,-10.469871422889355,-6.689642772210007,-0.9825637723454281
2017-01-15,818.1420288085938,823.3070068359375,812.8709716796875,821.7979736328125,821.7979736328125,71013600,809.3569946289062,857.9276977539063,,,30.54808941234947,28.671594256543088,23.12189942314526,18.99425361624774,31.37719103694029,360735312,-8.242108359506078,-4.211278434730926,1.5371435703240561
2017-01-16,821.7830200195312,834.530029296875,820.27099609375,831.5339965820312,831.5339965820312,82755200,820.1123901367188,850.8609985351562,,,15.587574142539538,30.459905497840438,28.924577795709887,22.304361676068453,42.16501003499275,443490512,-4.276427982923698,-2.2714640800786943,1.3926879513926635
2017-01-17,830.9459838867188,910.5609741210938,830.7960205078125,907.93798828125,907.93798828125,155095008,840.7331909179687,850.7962951660156,,,36.97107871825658,96.05729983860721,50.27255071972999,31.627091357288965,87.56346944461205,598585520,5.586984421011035,6.716260218797067,7.993593935538882
2017-01-18,909.3729858398438,917.4990234375,858.3040161132812,886.6179809570312,886.6179809570312,225676992,853.2599853515625,848.3381958007812,,,47.52483291226124,80.16344708387153,60.16304476049349,41.1390758250238,98.21098263143286,372908528,3.2635581953791544,4.512326021123703,3.909476147732924
2017-01-19,888.3350219726562,904.614013671875,884.3380126953125,899.072998046875,899.072998046875,105625000,869.3921875,847.9626953125,,,48.517720490087676,79.13293007289757,69.2929779759378,50.523709875328464,106.83151417715649,478533528,4.810945163244762,6.027423495975758,3.413972540082783
2017-01-20,898.1719970703125,899.3980102539062,887.0079956054688,895.0260009765625,895.0260009765625,86728400,884.03779296875,846.6973937988281,911.5745452880859,,47.490936320168714,80.08056669877833,74.89722710489573,58.648215618517554,107.3952500776521,391805128,4.5033511287691335,5.70789605964195,1.2429568164628195
2017-01-21,895.5490112304688,927.3670043945312,895.5349731445312,921.7890014648438,921.7890014648438,111158000,902.0887939453125,861.1005920410156,907.7477447509766,,52.78279163653125,83.17001278407308,82.00308919626131,66.43317347776548,113.14292063325297,502963128,7.430004124853391,7.04777234910291,2.18384350318462
2017-01-22,922.2050170898438,937.5250244140624,897.5640258789062,924.6729736328124,924.6729736328124,116573000,905.435791015625,873.0844909667969,902.8938934326172,,52.50858497207776,82.36847296491834,84.57673754315826,72.48102816622973,108.76815629701531,619536128,7.588545438235364,5.908761775036198,2.1246324486034607
2017-01-23,925.4990234375,928.2659912109376,916.7379760742188,921.0120239257812,921.0120239257812,73588600,912.314599609375,882.7872924804688,896.7524963378906,,83.71420642358132,59.19024741010118,85.30213747160715,76.75473126802221,102.39694987877704,545947528,5.694472312626167,4.330004721512029,0.9533360882452386
2017-01-24,910.677001953125,924.14501953125,892.2860107421875,892.68701171875,892.68701171875,111349000,911.03740234375,890.214794921875,883.6503479003907,43.41290617081177,70.55493515284282,53.88368512447244,77.45473777051218,76.9880667688522,78.38807977383215,434598528,1.5903978036627124,0.2777101448973342,-2.014230214675218
2017-01-25,891.9240112304688,903.2520141601562,891.68701171875,901.5419921875,901.5419921875,120831000,912.3406005859375,898.1891967773438,878.058447265625,44.03097806942225,69.06463832233706,51.656266889402055,73.73169530324023,75.90260961364822,69.38986668242424,555429528,1.8489935311974242,0.37328387183745476,-1.183615898656957
2017-01-26,902.39501953125,919.3259887695312,902.2239990234376,917.5859985351562,917.5859985351562,131958000,911.5,906.7943969726563,878.8276977539062,43.51673564555249,73.18450469135833,63.03565042648897,74.09817636008376,75.30113186246007,71.69226535533113,687387528,2.7026264793820127,1.1900825146833576,0.6676904591504388
2017-01-27,918.3590087890624,923.2230224609376,915.8460083007812,919.75,919.75,125594000,910.5154052734375,907.9755981445312,879.3859466552734,42.0800776608865,73.03041626915658,48.353863028710684,71.59216451614293,74.06480941368768,66.64687472105342,812981528,2.01282415316097,1.2967751423639637,1.0142161981091609
2017-01-28,919.8109741210938,923.9110107421876,919.8109741210938,921.5900268554688,921.5900268554688,68979600,910.631005859375,911.472802734375,879.9054992675781,32.7138288373701,71.99041975426404,47.4683867863534,70.54683837518418,72.89215240085318,65.8562103238462,881961128,1.3731086818394838,1.1099863968230907,1.203453531186493
2017-01-29,922.0670166015624,923.4180297851562,919.1480102539062,919.4959716796876,919.4959716796876,60851700,915.9927978515625,913.5151000976563,880.7388977050781,41.2273986015358,54.42997465056809,48.722185582751166,67.25385910364906,71.01272130178515,59.73613470737689,821109428,1.0357230732129359,0.6547096573873794,0.3824455646749317
2017-01-30,920.1510009765624,923.0479736328124,919.4739990234376,920.3820190429688,920.3820190429688,78227296,919.7608032226562,916.0507019042968,881.3740478515625,52.13992631615548,65.34476981319659,93.43208779933144,65.70287188846268,69.24277149734432,58.6230726706994,899336724,0.8213733136620898,0.472825044472749,0.06754101915801208
2017-01-31,920.958984375,972.0189819335938,920.958984375,970.4030151367188,970.4030151367188,164582000,930.3242065429688,920.9121032714844,891.00634765625,56.59825453025517,74.16589709667062,97.13336068320095,76.46471090592507,71.65008463353792,86.09396345069939,1063918724,5.613130209634891,5.3741189511377785,4.308047486228538
2017-02-01,970.9409790039062,989.114013671875,970.7420043945312,989.0230102539062,989.0230102539062,150110000,944.17880859375,927.3471069335938,900.2157989501953,58.032237325090975,78.98332606263001,97.23100589003454,84.27867167981731,75.85961364896438,101.11678774152315,1214028724,6.729744465393936,6.650789424927709,4.749545451771657
2017-02-02,990.0009765625,1013.52001953125,983.2210083007812,1011.7999877929688,1011.7999877929688,145820992,962.22080078125,936.4259033203125,909.6065979003906,60.92223082075925,78.4536908338653,97.82408919528287,89.04851627702371,80.25591452498416,106.63371978110277,1359849716,8.310976577557453,8.049124250557377,5.152579010084199
2017-02-03,1011.4600219726562,1033.8699951171875,1008.7899780273438,1029.9100341796875,1029.9100341796875,201278000,984.30361328125,950.1482055664062,920.1815002441406,61.93398670228014,80.34568160234411,98.13875192382504,91.69633168271977,84.06938691089603,106.95022122636723,1561127716,9.224238749916012,8.394672341220005,4.633369245329198
2017-02-04,1031.3299560546875,1045.9000244140625,1015.1599731445312,1042.9000244140625,1042.9000244140625,155064000,1008.8072143554688,964.2840087890625,931.2366027832031,83.54702580696681,83.35264556406025,100.0,93.69530984180398,87.27802788786533,106.52987374968126,1716191716,9.423141475510256,8.152786410274002,3.379516876311771
2017-02-05,1043.52001953125,1043.6300048828125,1022.3699951171876,1027.3399658203125,1027.3399658203125,114208000,1020.1946044921875,975.2594055175781,941.0269012451172,78.99749186837833,89.61285535960796,88.73096989706362,90.91593603810637,88.49066393794568,95.76648023842776,1601983716,6.536257446776478,5.340175137823441,0.700391993513988
2017-02-06,1028.4000244140625,1044.6400146484375,1028.1600341796875,1038.1500244140625,1038.1500244140625,111762000,1030.0200073242188,987.0994079589843,947.5375030517578,78.53080149454121,89.73098077308151,84.2616457561523,91.90585693844037,89.62906160477725,96.4594476057666,1713745716,6.401170874435848,5.171780678162397,0.7893067156009742
2017-02-07,1040.1400146484375,1061.9300537109375,1040.1400146484375,1061.3499755859375,1061.3499755859375,146007008,1039.9300048828125,1001.0754028320313,956.2741027832031,80.91190482699322,90.1413433704203,84.95843651191207,94.468171977812,91.24209839578884,100.92031914185833,1859752724,7.459488996118635,6.020982293980066,2.059751195037287
2017-02-08,1062.3199462890625,1078.969970703125,1037.489990234375,1063.0699462890625,1063.0699462890625,201855008,1046.5619873046876,1015.4328002929688,964.4739501953125,80.83063165592239,90.11683689577555,81.11415912092862,92.95791235165305,91.81403638107692,95.24566429280534,2061607732,6.347637137917231,4.691314480126077,1.5773512877999183
2017-02-09,1064.699951171875,1088.989990234375,953.343994140625,994.3829956054688,994.3829956054688,407220000,1036.8585815429688,1022.8328979492187,969.4417999267578,68.08480612698065,64.82695585927323,36.64065372491831,72.05677086526849,85.22828120914077,45.713750177523906,1654387732,-1.1237048161662786,-2.7814809633902122,-4.096565017988401
2017-02-10,995.6320190429688,998.905029296875,946.6909790039062,988.6740112304688,988.6740112304688,190452000,1029.125390625,1024.6599975585937,972.7860504150391,60.63597857782778,63.886152011802714,28.42797751985077,57.87231057147985,76.10962432992046,21.397683054598616,1463935732,-2.251694864916194,-3.511992896557583,-3.9306560466810136
2017-02-11,988.8980102539062,1009.2899780273438,982.8300170898438,1004.4500122070312,1004.4500122070312,102261000,1022.3853881835937,1026.2026977539062,976.77490234375,65.753027620674,65.92317588151623,40.90960874587994,52.111508650777274,68.11025243687274,20.114021078586347,1566196732,-1.3750644575978566,-2.119726014605695,-1.7542676356542108
2017-02-12,1003.52001953125,1004.760009765625,996.9210205078124,999.1810302734376,999.1810302734376,67530000,1009.9515991210938,1024.9408020019532,980.6833526611329,63.64568621369463,56.563490876937166,33.81159761297209,47.03672279656931,61.0857425567716,18.938683276164724,1498666732,-2.122887759435927,-2.5132936144410136,-1.0664440609856136
2017-02-13,998.885009765625,1002.0999755859376,976.0020141601562,990.6420288085938,990.6420288085938,100607000,995.466015625,1021.0140014648438,985.581103515625,62.875706117175405,50.387052830391305,16.552497506910484,41.65328373836773,54.60825628397031,15.743338647162574,1398059732,-2.9721690179811864,-2.9746871847668594,-0.48459583156914515
2017-02-14,991.7349853515624,1011.510009765625,986.4710083007812,1004.5499877929688,1004.5499877929688,137946000,997.4994140625,1017.1789978027343,990.7315032958984,61.54431902313504,48.190015463128944,25.179823709859036,41.322243228801206,50.17958526558061,23.6075591552424,1536005732,-1.5517059155645552,-1.2415720376694972,0.7068248493253713
2017-02-15,1006.2100219726562,1008.8400268554688,1001.5800170898438,1007.47998046875,1007.47998046875,89759400,1001.2606079101563,1015.1929992675781,995.2262023925781,61.54925563310432,43.94102967575489,62.56162826230253,41.787896015099854,47.38235551542036,30.598977014458853,1625765132,-1.0833609536629043,-0.759758864018245,0.6211542239312557
2017-02-16,1007.6500244140624,1033.3699951171875,1007.6500244140624,1027.43994140625,1027.43994140625,122277000,1005.85859375,1014.1219909667968,1000.6106994628906,64.19818829516541,45.975359408168195,79.19917322621072,46.77392259270001,47.17954454118024,45.96267869573954,1748042132,1.0041149333256236,1.3132493485085277,2.1455647732541974
2017-02-17,1026.1199951171875,1053.1700439453125,1025.6400146484375,1046.2099609375,1046.2099609375,136474000,1015.2643798828125,1012.6079895019532,1006.8416961669922,71.01677853021921,54.83157635480298,80.09686316428468,54.494789679891554,49.617959587417346,64.24844986483998,1884516132,2.690585142423162,3.3183593042825796,3.048031790326322
2017-02-18,1049.2099609375,1061.0999755859375,1046.9599609375,1054.4200439453125,1054.4200439453125,99073504,1028.0199829101562,1011.7429992675782,1013.5878997802735,70.96551273874155,54.22207819606606,88.19226529782016,67.71697914486515,55.650966106566614,91.84900522146222,1983589636,3.358892778976351,4.218170494743145,2.568049403127563
2017-02-19,1054.760009765625,1056.81005859375,1043.4599609375,1047.8699951171875,1047.8699951171875,77423296,1036.683984375,1017.09169921875,1019.9622985839844,68.34468295679535,46.17106824380505,90.68643659606597,73.29573094534199,61.5325543861584,96.82208406370917,1906166340,2.830058374008435,3.0261082576997675,1.0790183807972549
2017-02-20,1048.68994140625,1080.489990234375,1041.68994140625,1079.97998046875,1079.97998046875,109478000,1051.183984375,1026.2222961425782,1025.441146850586,70.80659468445913,54.09606641371611,92.60133045887663,82.03445270204242,68.36652049145307,109.3703171232211,2015644340,5.834736316483794,5.2384054145226795,2.739386874398706
2017-02-21,1079.280029296875,1117.25,1076.9300537109375,1115.300048828125,1115.300048828125,186868992,1068.756005859375,1037.3072998046875,1031.7549987792968,73.1419238915156,84.93680846508744,94.58316255761788,87.5627964378973,74.76527914026781,113.1578310331563,2202513332,8.22729544649452,7.518769899539176,4.35497369966352
2017-02-22,1114.800048828125,1125.3900146484375,1100.550048828125,1117.43994140625,1117.43994140625,136100000,1083.002001953125,1049.1331909179687,1037.0369964599608,73.64515060330562,87.98808553608426,93.6469033715528,89.80092703618703,79.77716177224089,109.84845756407933,2338613332,7.3174794415325675,6.510779668357873,3.1798592607417464
2017-02-23,1117.27001953125,1176.6199951171875,1116.9599609375,1166.719970703125,1166.719970703125,189454000,1105.4619873046875,1066.740985107422,1043.877493286133,76.37643317255215,89.9707221557538,95.09763972613003,91.31532977442819,83.62321777296998,106.69955377734465,2528067332,10.61374747400983,9.372376892937613,5.541392114965019
2017-02-24,1172.7099609375,1200.3900146484375,1131.9599609375,1173.6800537109375,1173.6800537109375,330759008,1130.6239990234376,1083.6539916992188,1050.4164947509767,73.97671592183505,92.6278765323862,95.05134216365673,89.59087733451676,85.6124376268189,97.54775674991245,2858826340,9.760402706501495,8.30763903435208,3.8081674123925406
2017-02-25,1170.4100341796875,1174.8499755859375,1124.5899658203125,1143.8399658203125,1143.8399658203125,139960992,1143.39599609375,1097.289990234375,1056.2414947509765,67.78993282593811,83.89661700284705,80.82874410039793,82.27373723529062,84.49953749630947,77.82213671325292,2718865348,5.707768363971329,4.242267404261542,0.03882904331301312
2017-02-26,1144.27001953125,1167.469970703125,1130.199951171875,1165.199951171875,1165.199951171875,116486000,1153.3759765625,1111.0659912109375,1062.5939910888671,67.68469752141714,84.4107013662626,79.40644739524626,80.79117722094743,83.26341740452213,75.84669685379805,2835351348,6.365786756052808,4.872254248547163,1.0251622063964736
2017-02-27,1163.780029296875,1181.97998046875,1163.3800048828125,1179.969970703125,1179.969970703125,131570000,1165.881982421875,1124.4419921875,1068.5249908447265,67.43390299911277,85.16324964389769,76.00316489246826,82.90509598363697,83.14397693089374,82.42733408912343,2966921348,6.319007448724773,4.938269728578907,1.208354575647979
2017-02-28,1180.719970703125,1193.25,1171.8199462890625,1179.969970703125,1179.969970703125,184956000,1168.531982421875,1136.9969848632813,1074.3699920654296,66.4203538761837,83.84888028771086,75.58298190273946,84.31437515876333,83.53410967351694,85.87490612925612,2966921348,5.1151381706438706,3.779516253071767,0.9788339945598976
2017-03-01,1180.0400390625,1222.5,1179.68994140625,1222.5,1222.5,229056992,1178.2959716796875,1154.4599853515624,1085.7758422851562,71.96026208071207,85.38961293560428,74.15552148860813,89.54291677250889,85.53704537318092,97.55465957116485,3195978340,7.497020313604887,5.8936659140868946,3.751521636562901
2017-03-02,1224.6800537109375,1262.1300048828125,1215.6199951171875,1251.010009765625,1251.010009765625,368275008,1199.72998046875,1171.56298828125,1098.892642211914,73.03439699579774,86.49066176760483,78.22052464969748,90.73459827959707,87.26956300865297,97.66466882148524,3564253348,8.441809940439812,6.781284683713705,4.2742975612595115
2017-03-03,1250.7099609375,1280.31005859375,1250.7099609375,1274.989990234375,1274.989990234375,315739008,1221.68798828125,1187.531982421875,1112.4196411132812,73.07984358647582,89.5955125141149,100.0,92.73744870943509,89.09219157558034,100.0279629771446,3879992356,8.736514733518854,7.364686518516874,4.362979947778133
2017-03-04,1277.4300537109375,1279.4000244140625,1230.510009765625,1255.1500244140625,1255.1500244140625,183270000,1236.7239990234375,1201.3029907226562,1125.2180908203125,69.96889790090019,81.90360750412081,84.69492781532475,89.77255995174743,89.31898103430271,90.67971778663684,3696722356,5.728229512209486,4.482385718445108,1.4899060263385253
2017-03-05,1254.2900390625,1267.2900390625,1238.06005859375,1267.1199951171875,1267.1199951171875,134127000,1254.15400390625,1211.3429931640626,1139.0419891357421,82.14485851083711,80.22133804935396,84.3570348540074,90.358250940879,89.6654043364948,91.74394414964743,3830849356,5.611009248238441,4.60455892904732,1.0338436245112665
2017-03-06,1267.469970703125,1276.0,1264.5999755859375,1272.8299560546875,1272.8299560546875,153656992,1264.2199951171874,1221.2579833984375,1152.455987548828,83.49062148277729,80.49851622947386,85.0309504709574,91.91114156031341,90.413983411101,94.90545785873823,3984506348,4.954171731652191,4.222856542787038,0.6810492612642143
2017-03-07,1273.2099609375,1275.550048828125,1204.800048828125,1223.5400390625,1223.5400390625,291256000,1258.7260009765625,1229.2279907226562,1163.2589904785157,73.93139548977288,61.1516851509875,50.37330959107703,78.42395798015305,86.41730826745169,62.43725740555578,3693250348,0.49747801035299727,-0.46272552391295974,-2.79536308034982
2017-03-08,1223.22998046875,1232.1600341796875,1148.0799560546875,1150.0,1150.0,332603008,1233.7280029296876,1227.7079956054688,1169.3869934082031,64.33593818894384,46.31542039122221,22.6007430315954,52.76665449865369,75.20042367785236,7.899116140256382,3360647340,-5.389506461547161,-6.329517758589293,-6.786585270891302
2017-03-09,1150.3499755859375,1197.4599609375,1141.22998046875,1188.489990234375,1188.489990234375,212283008,1220.39599609375,1228.5599975585938,1176.500994873047,67.79310440981268,56.76536292803142,28.24882619884879,46.50457994724104,65.63514243431526,8.24345497309261,3572930348,-2.521330163988532,-3.261542570476513,-2.6143977824820723
2017-03-10,1189.3599853515625,1270.469970703125,1077.25,1116.719970703125,1116.719970703125,563795968,1190.3159912109375,1222.2349975585937,1179.6159912109374,59.136891116459964,43.62776118368441,22.398989050808865,37.48224816895673,56.25084434586242,-0.054944184854647915,3009134380,-8.103324479770187,-8.632957415409823,-6.182897739023184
2017-03-11,1116.3199462890625,1193.8299560546875,1116.3199462890625,1175.8299560546875,1175.8299560546875,283320000,1170.9159912109376,1217.5679931640625,1186.0139892578125,62.56324103074613,49.51264115300352,34.67824745807994,41.170562702786434,51.224083798170426,21.063520512018442,3292454380,-3.2115901731277186,-3.4279840915423083,0.41966843741436877
2017-03-12,1176.6199951171875,1226.97998046875,1175.3599853515625,1221.3800048828125,1221.3800048828125,227176000,1170.483984375,1214.6049926757812,1193.0839904785157,63.94048319541931,54.402607060399234,42.38342691756107,51.21321996591793,51.22046252075293,51.19873485624794,3519630380,0.25308642825750616,0.5577955177103222,4.348288501784944
2017-03-13,1221.780029296875,1237.3699951171875,1217.030029296875,1231.9200439453125,1231.9200439453125,380276992,1186.8679931640625,1210.297998046875,1198.914990234375,63.50873753338033,51.074611626677004,51.40133803705302,60.08261523016122,54.174513423889024,71.8988188427056,3899907372,1.0531188577787876,1.7865059624431574,3.795877135514129
2017-03-14,1232.1600341796875,1244.81005859375,1220.719970703125,1240.0,1240.0,245306000,1197.1699951171875,1208.7829956054688,1205.0429931640624,63.501828017018504,48.682603069067156,69.26864454619582,67.3506743043842,58.56656705072075,84.9188888117111,4145213372,1.79251995880431,2.5825151832893574,3.577604271532051
2017-03-15,1240.1600341796875,1251.6099853515625,1239.75,1249.6099853515625,1249.6099853515625,297804992,1223.747998046875,1207.0319946289062,1209.1874938964843,64.6124855833963,46.85501703085581,64.93207879158403,73.87337656781631,63.6688368897526,94.28245592394373,4443018364,2.7598243995187755,3.5274947898747793,2.113342562844946
2017-03-16,1251.3299560546875,1257.97998046875,1152.43994140625,1187.81005859375,1187.81005859375,638568000,1226.1440185546876,1198.5300048828126,1209.893994140625,57.48830397558017,42.44152222660978,68.25725750830773,68.32218054825748,65.21995144258756,74.52663875959732,3804450364,-1.869360574688904,-0.8944245238241444,-3.1263831475623554
2017-03-17,1180.1600341796875,1180.1600341796875,1099.5699462890625,1100.22998046875,1100.22998046875,706598976,1201.914013671875,1186.1989990234374,1207.7134948730468,49.02427527618162,33.985833779419735,33.06148861649109,49.512510517158944,59.98413780077802,28.569255949920787,3097851388,-8.048274461049235,-7.2474364440927,-8.4601753575098
2017-03-18,1099.68994140625,1114.0699462890625,957.655029296875,973.8179931640624,973.8179931640624,621302016,1150.293603515625,1168.5807983398438,1198.1443969726563,41.99004971059904,26.704189678692643,9.285506643517806,34.73065405465355,51.5663098854032,1.0593423931542532,2476549372,-16.88223451542903,-16.66661008399874,-15.341788375785345
2017-03-19,976.72998046875,1069.9100341796875,976.72998046875,1036.739990234375,1036.739990234375,406648000,1109.6416015625,1153.4057983398438,1190.9828979492188,42.859530175706645,35.74924521378935,22.618139571683173,31.931479494408876,45.02136642173843,5.751705639749773,2883197372,-10.320152386868276,-10.11489696630552,-6.569834009960634
2017-03-20,1037.239990234375,1063.030029296875,1036.6800537109375,1054.22998046875,1054.22998046875,286529984,1070.5656005859375,1147.1567993164062,1184.6958984375,43.51304140301565,42.01056313071447,24.608675804572172,32.00659268643567,40.68310850997084,14.653561039365314,3169727356,-8.173305777504602,-8.100620499571773,-1.5258868871040505
2017-03-21,1055.3599853515625,1122.4300537109375,1055.3599853515625,1120.5400390625,1120.5400390625,337391008,1057.1115966796874,1141.6278076171875,1179.597900390625,48.7828664571634,44.58284755567061,34.725957642286645,39.416480503815066,40.26089917458559,37.72764316227402,3507118364,-1.9137123474276634,-1.8471666872500256,6.000165222104916
2017-03-22,1120.6500244140625,1120.6500244140625,1014.2100219726562,1049.1400146484375,1049.1400146484375,380840992,1046.893603515625,1124.40380859375,1169.5044006347657,44.23850883800357,44.60916428925179,33.95446567523919,36.431653527761696,38.98448395897763,31.325992665329835,3126277372,-7.708736528214138,-6.693662309757037,0.21457874279379208
2017-03-23,1050.050048828125,1058.010009765625,1028.9300537109375,1038.5899658203125,1038.5899658203125,248540000,1059.847998046875,1105.07080078125,1157.6843994140625,42.95203095742746,38.133040994930106,41.32036417153314,33.27080957814467,37.07992583203331,25.652577070367386,2877737372,-7.70829269673751,-6.015979692336243,-2.0057623608043453
2017-03-24,1038.449951171875,1040.469970703125,934.3579711914062,937.52001953125,937.52001953125,491038016,1040.00400390625,1074.822802734375,1141.8028991699218,39.02001346688176,27.60523094613714,44.49600499324943,22.506233300492895,32.222028321519836,3.0746432584390107,2386699356,-14.90080009914731,-12.77445759931995,-9.854191329078613
2017-03-25,936.5399780273438,975.760986328125,903.7130126953124,972.7789916992188,972.7789916992188,435803008,1023.7138061523438,1047.1397033691405,1127.0858489990235,38.615750265266115,30.322873666935948,39.41320152111537,23.331969260026618,29.258675301022098,11.47855717803565,2822502364,-9.934869387544119,-7.101317181524913,-4.975493555622239
2017-03-26,974.0150146484376,1007.9600219726562,954.1859741210938,966.7249755859376,966.7249755859376,303668000,992.9507934570313,1025.0311950683595,1111.780599975586,36.76915596906948,29.185612202697968,34.946311301212816,25.157916011254514,27.891755537766237,19.69023695823107,2518834364,-8.567585507463656,-5.688238539758139,-2.6412001525057014
2017-03-27,972.0549926757812,1046.4000244140625,971.9840087890624,1045.77001953125,1045.77001953125,372535008,992.2767944335938,1019.5851989746094,1102.8920989990233,39.85206300187235,35.959347906367896,37.67708819111622,38.42198800594772,31.401833027160063,52.46229796352302,2891369372,0.5234601950706063,2.568183667532102,5.390957986495186
2017-03-28,1044.5799560546875,1064.6500244140625,1027.72998046875,1047.1500244140625,1047.1500244140625,326332000,993.9888061523437,1026.9184020996095,1097.7496002197265,40.63849098234157,39.431561457406225,49.57361865469388,47.475020815969934,36.75956229009668,68.90593786771643,3217701372,1.803160618197034,1.9701294935496345,5.348271321837302
2017-03-29,1046.0799560546875,1055.1300048828125,1015.8800048828124,1039.969970703125,1039.969970703125,298457984,1014.4787963867187,1027.2414001464845,1090.3235992431642,39.73233066078568,44.85020689931442,50.30001666611821,52.41610772701907,41.978410769070805,73.29150164291559,2919243388,1.6011406996334312,1.2391021774264006,2.512736038170388
2017-03-30,1042.2099609375,1049.2900390625,1020.0399780273438,1026.4300537109375,1026.4300537109375,352968992,1025.2090087890624,1024.461407470703,1085.8091033935548,38.94048090116012,55.57095006208215,81.20569897927712,53.800089062121444,45.918970200087685,69.56232678618895,2566274396,-0.14935167083361853,0.1921640215901172,0.11910204762220558
2017-03-31,1026.6400146484375,1074.9200439453125,1026.6400146484375,1071.7900390625,1071.7900390625,447287008,1046.222021484375,1019.5864074707031,1080.6071075439454,43.16467375197463,53.8547200283536,82.45007955505187,68.59065977630823,53.476200058827864,98.81957921126896,3013561404,3.9678352036969162,5.120079201653828,2.4438424209279326
2017-04-01,1071.7099609375,1091.719970703125,1061.0899658203125,1080.5,1080.5,289633984,1053.168017578125,1022.7224060058594,1073.5631072998046,46.67531574468164,52.946007207727156,86.65079066724024,77.0711569679378,61.34118569519784,108.53109951341773,3303195388,4.5906290877765175,5.649391629130846,2.5952157647863094
2017-04-02,1080.6099853515625,1107.5899658203125,1075.449951171875,1102.1700439453125,1102.1700439453125,514187008,1064.172021484375,1029.0804138183594,1067.0756072998047,45.803159750957555,47.710721563792866,78.82259000255769,83.82796200027582,68.83677779689049,113.81033040704648,3817382396,6.846581352588093,7.102421651944296,3.5706654275626915
2017-04-03,1102.949951171875,1151.739990234375,1102.949951171875,1143.81005859375,1143.81005859375,580444032,1084.9400390625,1049.7094177246095,1062.2661102294921,51.356862506286866,62.74303446879774,84.99639799702116,87.88062219380036,75.18472592919377,113.27241472301353,4397826428,10.041658295653962,8.964446663069548,5.426108117654103
2017-04-04,1145.52001953125,1156.43994140625,1120.52001953125,1133.25,1133.25,436310016,1106.3040283203125,1065.7565185546875,1056.4481109619142,47.75827045663764,62.74134376316518,82.96580512232917,87.72972254809167,79.36639146882641,104.4563847066222,3961516412,8.20454284895169,6.332917535127339,2.4356750938165956
